timestamp;SID;Etapa;Subetapa;Remoto;Local;Alerta
"""08/09-19:33:13.612803 ";1142;2;4;10.5.1.110;10.5.10.2;alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:'SERVER-WEBAPP /.... access', flow:to_server,established, content:'/....', metadata:ruleset community, service http, classtype:attempted-recon, sid:1142, rev:11,)
"""08/09-19:33:17.144977 ";3065;4;0;10.5.6.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP append literal overflow attempt', flow:established,to_server, content:'APPEND', fast_pattern:only, pcre:'/sAPPENDs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3065, rev:11,)
"""08/09-19:33:17.144977 ";3065;4;0;10.5.6.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP append literal overflow attempt', flow:established,to_server, content:'APPEND', fast_pattern:only, pcre:'/sAPPENDs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3065, rev:11,)
"""08/09-19:33:17.277610 ";3069;3;1;10.5.6.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:33:20.626500 ";2118;3;1;10.5.19.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP list overflow attempt', flow:established,to_server, content:'LIST', nocase, isdataat:100,relative, pcre:'/sLISTs[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,1110, reference:bugtraq,15006, reference:cve,2000-0284, reference:cve,2005-3155, reference:nessus,10374, classtype:misc-attack, sid:2118, rev:19,)
"""08/09-19:33:20.769607 ";3007;3;1;10.5.13.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP command overflow attempt', flow:established,to_server, content:'LOGIN', isdataat:100,relative, pcre:'/s(APPEND|CHECK|CLOSE|CREATE|DELETE|EXAMINE|EXPUNGE|FETCH|LIST|RENAME|SEARCH|SELECT|STATUS|SUBSCRIBE|UNSUBSCRIBE)s[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,11675, reference:bugtraq,11775, reference:bugtraq,15006, reference:bugtraq,15753, reference:cve,2004-1211, reference:cve,2005-0707, reference:cve,2005-1520, reference:cve,2005-2923, reference:cve,2005-3155, reference:nessus,15771, classtype:misc-attack, sid:3007, rev:21,)
"""08/09-19:33:27.301179 ";3065;4;0;10.5.19.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP append literal overflow attempt', flow:established,to_server, content:'APPEND', fast_pattern:only, pcre:'/sAPPENDs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3065, rev:11,)
"""08/09-19:33:27.311009 ";3069;3;1;10.5.19.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:33:39.388847 ";3065;4;0;10.5.7.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP append literal overflow attempt', flow:established,to_server, content:'APPEND', fast_pattern:only, pcre:'/sAPPENDs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3065, rev:11,)
"""08/09-19:33:39.411053 ";3069;3;1;10.5.7.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:33:39.411053 ";3069;3;1;10.5.7.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:33:39.496864 ";2118;3;1;10.5.16.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP list overflow attempt', flow:established,to_server, content:'LIST', nocase, isdataat:100,relative, pcre:'/sLISTs[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,1110, reference:bugtraq,15006, reference:cve,2000-0284, reference:cve,2005-3155, reference:nessus,10374, classtype:misc-attack, sid:2118, rev:19,)
"""08/09-19:33:39.682265 ";3007;3;1;10.5.13.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP command overflow attempt', flow:established,to_server, content:'LOGIN', isdataat:100,relative, pcre:'/s(APPEND|CHECK|CLOSE|CREATE|DELETE|EXAMINE|EXPUNGE|FETCH|LIST|RENAME|SEARCH|SELECT|STATUS|SUBSCRIBE|UNSUBSCRIBE)s[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,11675, reference:bugtraq,11775, reference:bugtraq,15006, reference:bugtraq,15753, reference:cve,2004-1211, reference:cve,2005-0707, reference:cve,2005-1520, reference:cve,2005-2923, reference:cve,2005-3155, reference:nessus,15771, classtype:misc-attack, sid:3007, rev:21,)
"""08/09-19:33:43.525045 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:33:48.291772 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:33:49.405868 ";3065;4;0;10.5.5.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP append literal overflow attempt', flow:established,to_server, content:'APPEND', fast_pattern:only, pcre:'/sAPPENDs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3065, rev:11,)
"""08/09-19:33:49.448594 ";3069;3;1;10.5.5.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:33:49.448594 ";3069;3;1;10.5.5.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:33:54.070662 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:00.615263 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:03.517265 ";2118;3;1;10.5.5.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP list overflow attempt', flow:established,to_server, content:'LIST', nocase, isdataat:100,relative, pcre:'/sLISTs[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,1110, reference:bugtraq,15006, reference:cve,2000-0284, reference:cve,2005-3155, reference:nessus,10374, classtype:misc-attack, sid:2118, rev:19,)
"""08/09-19:34:03.636761 ";3007;3;1;10.5.16.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP command overflow attempt', flow:established,to_server, content:'LOGIN', isdataat:100,relative, pcre:'/s(APPEND|CHECK|CLOSE|CREATE|DELETE|EXAMINE|EXPUNGE|FETCH|LIST|RENAME|SEARCH|SELECT|STATUS|SUBSCRIBE|UNSUBSCRIBE)s[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,11675, reference:bugtraq,11775, reference:bugtraq,15006, reference:bugtraq,15753, reference:cve,2004-1211, reference:cve,2005-0707, reference:cve,2005-1520, reference:cve,2005-2923, reference:cve,2005-3155, reference:nessus,15771, classtype:misc-attack, sid:3007, rev:21,)
"""08/09-19:34:06.766042 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:11.499830 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:13.666715 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:16.172157 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:18.564186 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:20.556156 ";3065;4;0;10.5.2.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP append literal overflow attempt', flow:established,to_server, content:'APPEND', fast_pattern:only, pcre:'/sAPPENDs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3065, rev:11,)
"""08/09-19:34:20.556156 ";3069;3;1;10.5.2.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:34:20.556156 ";3069;3;1;10.5.2.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:34:21.683580 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:26.264264 ";2118;3;1;10.5.20.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP list overflow attempt', flow:established,to_server, content:'LIST', nocase, isdataat:100,relative, pcre:'/sLISTs[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,1110, reference:bugtraq,15006, reference:cve,2000-0284, reference:cve,2005-3155, reference:nessus,10374, classtype:misc-attack, sid:2118, rev:19,)
"""08/09-19:34:26.391954 ";3007;3;1;10.5.20.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP command overflow attempt', flow:established,to_server, content:'LOGIN', isdataat:100,relative, pcre:'/s(APPEND|CHECK|CLOSE|CREATE|DELETE|EXAMINE|EXPUNGE|FETCH|LIST|RENAME|SEARCH|SELECT|STATUS|SUBSCRIBE|UNSUBSCRIBE)s[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,11675, reference:bugtraq,11775, reference:bugtraq,15006, reference:bugtraq,15753, reference:cve,2004-1211, reference:cve,2005-0707, reference:cve,2005-1520, reference:cve,2005-2923, reference:cve,2005-3155, reference:nessus,15771, classtype:misc-attack, sid:3007, rev:21,)
"""08/09-19:34:28.764163 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:28.771667 ";1917;1;0;10.5.1.106;239.255.255.250;alert udp $EXTERNAL_NET any -> $HOME_NET 1900 (msg:'INDICATOR-SCAN UPnP service discover attempt', flow:to_server, content:'M-SEARCH ', depth:9, content:'ssdp|3A|discover', fast_pattern:only, metadata:policy max-detect-ips drop, ruleset community, reference:url,attack.mitre.org/techniques/T1018, reference:url,attack.mitre.org/techniques/T1040, reference:url,attack.mitre.org/techniques/T1046, classtype:network-scan, sid:1917, rev:16,)
"""08/09-19:34:29.772528 ";1917;1;0;10.5.1.106;239.255.255.250;alert udp $EXTERNAL_NET any -> $HOME_NET 1900 (msg:'INDICATOR-SCAN UPnP service discover attempt', flow:to_server, content:'M-SEARCH ', depth:9, content:'ssdp|3A|discover', fast_pattern:only, metadata:policy max-detect-ips drop, ruleset community, reference:url,attack.mitre.org/techniques/T1018, reference:url,attack.mitre.org/techniques/T1040, reference:url,attack.mitre.org/techniques/T1046, classtype:network-scan, sid:1917, rev:16,)
"""08/09-19:34:30.773403 ";1917;1;0;10.5.1.106;239.255.255.250;alert udp $EXTERNAL_NET any -> $HOME_NET 1900 (msg:'INDICATOR-SCAN UPnP service discover attempt', flow:to_server, content:'M-SEARCH ', depth:9, content:'ssdp|3A|discover', fast_pattern:only, metadata:policy max-detect-ips drop, ruleset community, reference:url,attack.mitre.org/techniques/T1018, reference:url,attack.mitre.org/techniques/T1040, reference:url,attack.mitre.org/techniques/T1046, classtype:network-scan, sid:1917, rev:16,)
"""08/09-19:34:31.773752 ";1917;1;0;10.5.1.106;239.255.255.250;alert udp $EXTERNAL_NET any -> $HOME_NET 1900 (msg:'INDICATOR-SCAN UPnP service discover attempt', flow:to_server, content:'M-SEARCH ', depth:9, content:'ssdp|3A|discover', fast_pattern:only, metadata:policy max-detect-ips drop, ruleset community, reference:url,attack.mitre.org/techniques/T1018, reference:url,attack.mitre.org/techniques/T1040, reference:url,attack.mitre.org/techniques/T1046, classtype:network-scan, sid:1917, rev:16,)
"""08/09-19:34:36.343486 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:39.607394 ";3065;4;0;10.5.9.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP append literal overflow attempt', flow:established,to_server, content:'APPEND', fast_pattern:only, pcre:'/sAPPENDs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3065, rev:11,)
"""08/09-19:34:39.616782 ";3069;3;1;10.5.9.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:34:42.919040 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:45.368461 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:47.954574 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:50.043596 ";2118;3;1;10.5.6.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP list overflow attempt', flow:established,to_server, content:'LIST', nocase, isdataat:100,relative, pcre:'/sLISTs[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,1110, reference:bugtraq,15006, reference:cve,2000-0284, reference:cve,2005-3155, reference:nessus,10374, classtype:misc-attack, sid:2118, rev:19,)
"""08/09-19:34:50.171782 ";3007;3;1;10.5.9.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP command overflow attempt', flow:established,to_server, content:'LOGIN', isdataat:100,relative, pcre:'/s(APPEND|CHECK|CLOSE|CREATE|DELETE|EXAMINE|EXPUNGE|FETCH|LIST|RENAME|SEARCH|SELECT|STATUS|SUBSCRIBE|UNSUBSCRIBE)s[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,11675, reference:bugtraq,11775, reference:bugtraq,15006, reference:bugtraq,15753, reference:cve,2004-1211, reference:cve,2005-0707, reference:cve,2005-1520, reference:cve,2005-2923, reference:cve,2005-3155, reference:nessus,15771, classtype:misc-attack, sid:3007, rev:21,)
"""08/09-19:34:50.276711 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:53.403248 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:34:57.712269 ";3065;4;0;10.5.9.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP append literal overflow attempt', flow:established,to_server, content:'APPEND', fast_pattern:only, pcre:'/sAPPENDs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3065, rev:11,)
"""08/09-19:34:57.714166 ";3069;3;1;10.5.9.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP fetch literal overflow attempt', flow:established,to_server, content:'FETCH', fast_pattern:only, pcre:'/sFETCHs[^\n]*?s{/smi', byte_test:5,>,256,0,string,dec,relative, metadata:ruleset community, service imap, reference:bugtraq,11775, reference:cve,2004-1211, reference:nessus,15867, classtype:misc-attack, sid:3069, rev:11,)
"""08/09-19:34:57.894921 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:35:05.216658 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:35:10.941940 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:35:13.246716 ";2118;3;1;10.5.13.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP list overflow attempt', flow:established,to_server, content:'LIST', nocase, isdataat:100,relative, pcre:'/sLISTs[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,1110, reference:bugtraq,15006, reference:cve,2000-0284, reference:cve,2005-3155, reference:nessus,10374, classtype:misc-attack, sid:2118, rev:19,)
"""08/09-19:35:13.352281 ";3007;3;1;10.5.2.2;10.5.1.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP command overflow attempt', flow:established,to_server, content:'LOGIN', isdataat:100,relative, pcre:'/s(APPEND|CHECK|CLOSE|CREATE|DELETE|EXAMINE|EXPUNGE|FETCH|LIST|RENAME|SEARCH|SELECT|STATUS|SUBSCRIBE|UNSUBSCRIBE)s[^\n]{100}/smi', metadata:policy max-detect-ips drop, ruleset community, service imap, reference:bugtraq,11675, reference:bugtraq,11775, reference:bugtraq,15006, reference:bugtraq,15753, reference:cve,2004-1211, reference:cve,2005-0707, reference:cve,2005-1520, reference:cve,2005-2923, reference:cve,2005-3155, reference:nessus,15771, classtype:misc-attack, sid:3007, rev:21,)
"""08/09-19:35:13.446179 ";2273;3;1;10.5.1.110;10.5.7.2;alert tcp $EXTERNAL_NET any -> $HOME_NET 143 (msg:'PROTOCOL-IMAP login brute force attempt', flow:to_server,established,no_stream, content:'LOGIN', fast_pattern:only, detection_filter:track by_dst, count 30, seconds 30, metadata:ruleset community, service imap, reference:url,attack.mitre.org/techniques/T1110, classtype:suspicious-login, sid:2273, rev:12,)
"""08/09-19:35:15.367427 ";1142;2;4;10.5.1.110;10.5.19.2;alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:'SERVER-WEBAPP /.... access', flow:to_server,established, content:'/....', metadata:ruleset community, service http, classtype:attempted-recon, sid:1142, rev:11,)
